sender,sender_type,sender_id,timestamp,meta,,German,Swahili,correct,distractor1,distractor2,distractor3,distractors,duration,enc,ended_on,response,response_,response_action,time_commit,time_end,time_render,time_run,time_show,time_switch,url,x
"""Falsch""-Screen",canvas.Screen,3_0_1_0_2_0_2,2023-01-08T10:15:56.676Z,,sdfdsf,Können,unaweza,0,,,,,4999.799999999988,d,timeout,,,,310094.9000000004,310092.634,305092.834,305096.2000000011,305109.5,310109.3,,1
deep,flow.Sequence,3_0_1_0_2_0,2023-01-08T10:15:56.677Z,,sdfdsf,Können,unaweza,,,,,,16599.738000000012,d,completion,,,,310095.4000000004,310092.634,293476.23,293479.30000000075,293492.896,310109.3,,1
shallow,flow.Sequence,3_0_1_0_2_1,2023-01-08T10:15:56.677Z,,sdfdsf,Können,unaweza,,,,,,NaN,d,skipped,,,,310095.7000000011,310092.634,,310095.5,,310109.3,,1
task  ,flow.Sequence,3_0_1_0_2,2023-01-08T10:15:56.677Z,,sdfdsf,Können,unaweza,,,,,,16599.738000000012,d,completion,,,,310095.9000000004,310092.634,293476.23,293479.2000000011,293492.896,310109.3,,1
deep,flow.Sequence,3_0_1_0_3_0,2023-01-08T10:15:56.677Z,,sdfdsf,Kontrolle,kudhibiti,,mbinguni,kufunga,utegemezi,,NaN,s,skipped,,,,310096.2000000011,310092.634,,310096.1000000015,,310109.3,,1
Shallow Question,html.Page,3_0_1_0_3_1_0,2023-01-08T10:16:05.112Z,,,Kontrolle,kudhibiti,,mbinguni,kufunga,utegemezi,,8421.40000000113,s,form submission,,utegemezi,,318531.2000000011,318530.7000000011,310092.634,310096.30000000075,310109.3,318543.042,,1
"""Richtig""-Screen",canvas.Screen,3_0_1_0_3_1_1,2023-01-08T10:16:05.116Z,,sdfdsf,Kontrolle,kudhibiti,,mbinguni,kufunga,utegemezi,,NaN,s,skipped,,,,318534.9000000004,318530.7000000011,,318534.6000000015,,318543.042,,1
"""Falsch""-Screen",canvas.Screen,3_0_1_0_3_1_2,2023-01-08T10:16:10.110Z,,sdfdsf,Kontrolle,kudhibiti,0,mbinguni,kufunga,utegemezi,,4999.799999999988,s,timeout,,,,323528.4000000004,323526.176,318526.376,318536,318543.042,323542.842,,1
shallow,flow.Sequence,3_0_1_0_3_1,2023-01-08T10:16:10.110Z,,sdfdsf,Kontrolle,kudhibiti,,mbinguni,kufunga,utegemezi,,13416.87599999999,s,completion,,,,323528.9000000004,323526.176,310092.634,310096.2000000011,310109.3,323542.842,,1
task  ,flow.Sequence,3_0_1_0_3,2023-01-08T10:16:10.110Z,,sdfdsf,Kontrolle,kudhibiti,,mbinguni,kufunga,utegemezi,,13416.87599999999,s,completion,,,,323529,323526.176,310092.634,310096,310109.3,323542.842,,1
deep,flow.Sequence,3_0_1_0_4_0,2023-01-08T10:16:10.111Z,,sdfdsf,Betrüger,mdanganyifu,,mwanamuziki,wastani,mahakama,,NaN,s,skipped,,,,323529.4000000004,323526.176,,323529.2000000011,,323542.842,,1
Shallow Question,html.Page,3_0_1_0_4_1_0,2023-01-08T10:16:14.546Z,,,Betrüger,mdanganyifu,,mwanamuziki,wastani,mahakama,,4421.758000001486,s,form submission,,mahakama,,327965.1000000015,327964.6000000015,323526.176,323529.6000000015,323542.842,327976.718,,1
"""Richtig""-Screen",canvas.Screen,3_0_1_0_4_1_1,2023-01-08T10:16:14.549Z,,sdfdsf,Betrüger,mdanganyifu,,mwanamuziki,wastani,mahakama,,NaN,s,skipped,,,,327967.7000000011,327964.6000000015,,327967.6000000015,,327976.718,,1
"""Falsch""-Screen",canvas.Screen,3_0_1_0_4_1_2,2023-01-08T10:16:19.543Z,,sdfdsf,Betrüger,mdanganyifu,0,mwanamuziki,wastani,mahakama,,4999.799999999988,s,timeout,,,,332961.80000000075,332959.852,327960.052,327968.30000000075,327976.718,332976.518,,1
shallow,flow.Sequence,3_0_1_0_4_1,2023-01-08T10:16:19.543Z,,sdfdsf,Betrüger,mdanganyifu,,mwanamuziki,wastani,mahakama,,9417.01000000001,s,completion,,,,332962.4000000004,332959.852,323526.176,323529.5,323542.842,332976.518,,1
task  ,flow.Sequence,3_0_1_0_4,2023-01-08T10:16:19.544Z,,sdfdsf,Betrüger,mdanganyifu,,mwanamuziki,wastani,mahakama,,9417.01000000001,s,completion,,,,332962.6000000015,332959.852,323526.176,323529.2000000011,323542.842,332976.518,,1
deep,flow.Sequence,3_0_1_0_5_0,2023-01-08T10:16:19.544Z,,sdfdsf,Stimmung,kinyongo,,kilekile,kisambo,madhehebu,,NaN,s,skipped,,,,332962.9000000004,332959.852,,332962.80000000075,,332976.518,,1
Shallow Question,html.Page,3_0_1_0_5_1_0,2023-01-08T10:16:23.863Z,,,Stimmung,kinyongo,,kilekile,kisambo,madhehebu,,4304.982000000018,s,form submission,,kinyongo,,337282.2000000011,337281.5,332959.852,332963.1000000015,332976.518,337293.472,,1
"""Richtig""-Screen",canvas.Screen,3_0_1_0_5_1_1,2023-01-08T10:16:28.859Z,,sdfdsf,Stimmung,kinyongo,1,kilekile,kisambo,madhehebu,,4999.799999999988,s,timeout,,,,342278.4000000004,342276.606,337276.806,337285.30000000075,337293.472,342293.272,,1
"""Falsch""-Screen",canvas.Screen,3_0_1_0_5_1_2,2023-01-08T10:16:28.863Z,,sdfdsf,Stimmung,kinyongo,,kilekile,kisambo,madhehebu,,NaN,s,skipped,,,,342282.1000000015,342276.606,,342282,,342293.272,,1
shallow,flow.Sequence,3_0_1_0_5_1,2023-01-08T10:16:28.863Z,,sdfdsf,Stimmung,kinyongo,,kilekile,kisambo,madhehebu,,9300.088000000047,s,completion,,,,342282.30000000075,342276.606,332959.852,332963,332976.518,342293.272,,1
task  ,flow.Sequence,3_0_1_0_5,2023-01-08T10:16:28.863Z,,sdfdsf,Stimmung,kinyongo,,kilekile,kisambo,madhehebu,,9300.088000000047,s,completion,,,,342282.30000000075,342276.606,332959.852,332962.7000000011,332976.518,342293.272,,1
deep,flow.Sequence,3_0_1_0_6_0,2023-01-08T10:16:28.863Z,,sdfdsf,Gefährdung,kuhatarisha,,uchokozi,udhaifu,makorowezo,,NaN,s,skipped,,,,342282.5,342276.606,,342282.5,,342293.272,,1
Shallow Question,html.Page,3_0_1_0_6_1_0,2023-01-08T10:16:34.930Z,,,Gefährdung,kuhatarisha,,uchokozi,udhaifu,makorowezo,,6055.328000001493,s,form submission,,kuhatarisha,,348349.1000000015,348348.6000000015,342276.606,342282.6000000015,342293.272,348360.203,,1
"""Richtig""-Screen",canvas.Screen,3_0_1_0_6_1_1,2023-01-08T10:16:39.925Z,,sdfdsf,Gefährdung,kuhatarisha,1,uchokozi,udhaifu,makorowezo,,4999.800000000047,s,timeout,,,,353344.7000000011,353343.337,348343.537,348351.7000000011,348360.203,353360.003,,1
"""Falsch""-Screen",canvas.Screen,3_0_1_0_6_1_2,2023-01-08T10:16:39.930Z,,sdfdsf,Gefährdung,kuhatarisha,,uchokozi,udhaifu,makorowezo,,NaN,s,skipped,,,,353348.80000000075,353343.337,,353348.6000000015,,353360.003,,1
shallow,flow.Sequence,3_0_1_0_6_1,2023-01-08T10:16:39.930Z,,sdfdsf,Gefährdung,kuhatarisha,,uchokozi,udhaifu,makorowezo,,11050.065000000002,s,completion,,,,353349,353343.337,342276.606,342282.6000000015,342293.272,353360.003,,1
task  ,flow.Sequence,3_0_1_0_6,2023-01-08T10:16:39.930Z,,sdfdsf,Gefährdung,kuhatarisha,,uchokozi,udhaifu,makorowezo,,11050.065000000002,s,completion,,,,353349,353343.337,342276.606,342282.4000000004,342293.272,353360.003,,1
Deep Question,html.Page,3_0_1_0_7_0_0,2023-01-08T10:16:49.060Z,,,Kreativität,ubunifu,,,,,,9118.996999999974,d,form submission,,unaweso,,362479.1000000015,362479,353343.337,353349.1000000015,353360.003,362493.524,,1
"""Richtig""-Screen",canvas.Screen,3_0_1_0_7_0_1,2023-01-08T10:16:49.061Z,,sdfdsf,Kreativität,ubunifu,,,,,,NaN,d,skipped,,,,362480.1000000015,362479,,362480.1000000015,,362493.524,,1
"""Falsch""-Screen",canvas.Screen,3_0_1_0_7_0_2,2023-01-08T10:16:54.059Z,,sdfdsf,Kreativität,ubunifu,0,,,,,4999.800000000047,d,timeout,,,,367478.4000000004,367476.658,362476.858,362480.4000000004,362493.524,367493.324,,1
deep,flow.Sequence,3_0_1_0_7_0,2023-01-08T10:16:54.059Z,,sdfdsf,Kreativität,ubunifu,,,,,,14116.65499999997,d,completion,,,,367478.80000000075,367476.658,353343.337,353349.1000000015,353360.003,367493.324,,1
shallow,flow.Sequence,3_0_1_0_7_1,2023-01-08T10:16:54.060Z,,sdfdsf,Kreativität,ubunifu,,,,,,NaN,d,skipped,,,,367479,367476.658,,367479,,367493.324,,1
task  ,flow.Sequence,3_0_1_0_7,2023-01-08T10:16:54.060Z,,sdfdsf,Kreativität,ubunifu,,,,,,14116.65499999997,d,completion,,,,367479.1000000015,367476.658,353343.337,353349.1000000015,353360.003,367493.324,,1
block,flow.Loop,3_0_1_0,2023-01-08T10:16:54.060Z,,sdfdsf,,,,,,,,101300.53999999998,,completion,,,,367479.30000000075,367476.658,266142.786,266181.4000000004,266176.118,367493.324,,1
weiter,canvas.Screen,3_0_1_1,2023-01-08T10:16:55.379Z,,sdfdsf,,,,,,,,1301.8760000010952,,response,sdf,,keypress(Space),368798.30000000075,368795.2000000011,367476.658,367479.30000000075,367493.324,368827.368,,1
check continue,flow.Sequence,3_0_1,2023-01-08T10:16:55.379Z,,sdfdsf,,,,,,,,102619.0820000011,,completion,,,,368798.9000000004,368795.2000000011,266142.786,266181.30000000075,266176.118,368827.368,,1
deep,flow.Sequence,3_0_2_0_0_0,2023-01-08T10:16:55.407Z,,sdf,Betrüger,mdanganyifu,,mwanamuziki,wastani,mahakama,,NaN,s,skipped,,,,368827,368795.2000000011,,368826.80000000075,,368827.368,,2
Shallow Question,html.Page,3_0_2_0_0_1_0,2023-01-08T10:17:00.280Z,,,Betrüger,mdanganyifu,,mwanamuziki,wastani,mahakama,,4871.432000000728,s,form submission,,mdanganyifu,,373699.4000000004,373698.80000000075,368794.036,368827,368827.368,373710.506,,2
"""Richtig""-Screen",canvas.Screen,3_0_2_0_0_1_1,2023-01-08T10:17:05.276Z,,sdf,Betrüger,mdanganyifu,1,mwanamuziki,wastani,mahakama,,4999.799999999988,s,timeout,,,,378695.4000000004,378693.64,373693.84,373702.5,373710.506,378710.306,,2
"""Falsch""-Screen",canvas.Screen,3_0_2_0_0_1_2,2023-01-08T10:17:05.280Z,,sdf,Betrüger,mdanganyifu,,mwanamuziki,wastani,mahakama,,NaN,s,skipped,,,,378699.1000000015,378693.64,,378699,,378710.306,,2
shallow,flow.Sequence,3_0_2_0_0_1,2023-01-08T10:17:05.280Z,,sdf,Betrüger,mdanganyifu,,mwanamuziki,wastani,mahakama,,9866.271999999997,s,completion,,,,378699.30000000075,378693.64,368794.036,368827,368827.368,378710.306,,2
task  ,flow.Sequence,3_0_2_0_0,2023-01-08T10:17:05.280Z,,sdf,Betrüger,mdanganyifu,,mwanamuziki,wastani,mahakama,,9866.271999999997,s,completion,,,,378699.4000000004,378693.64,368794.036,368826.80000000075,368827.368,378710.306,,2
deep,flow.Sequence,3_0_2_0_1_0,2023-01-08T10:17:05.280Z,,sdf,Gefährdung,kuhatarisha,,uchokozi,udhaifu,makorowezo,,NaN,s,skipped,,,,378699.6000000015,378693.64,,378699.5,,378710.306,,2
Shallow Question,html.Page,3_0_2_0_1_1_0,2023-01-08T10:17:12.462Z,,,Gefährdung,kuhatarisha,,uchokozi,udhaifu,makorowezo,,7170.894000001135,s,form submission,,udhaifu,,385881.7000000011,385881.2000000011,378693.64,378699.6000000015,378710.306,385893.909,,2
"""Richtig""-Screen",canvas.Screen,3_0_2_0_1_1_1,2023-01-08T10:17:12.465Z,,sdf,Gefährdung,kuhatarisha,,uchokozi,udhaifu,makorowezo,,NaN,s,skipped,,,,385885,385881.2000000011,,385884.80000000075,,385893.909,,2
"""Falsch""-Screen",canvas.Screen,3_0_2_0_1_1_2,2023-01-08T10:17:17.460Z,,sdf,Gefährdung,kuhatarisha,0,uchokozi,udhaifu,makorowezo,,4999.799999999988,s,timeout,,,,390879.80000000075,390877.043,385877.243,385885.6000000015,385893.909,390893.709,,2
shallow,flow.Sequence,3_0_2_0_1_1,2023-01-08T10:17:17.461Z,,sdf,Gefährdung,kuhatarisha,,uchokozi,udhaifu,makorowezo,,12166.737000000023,s,completion,,,,390880.30000000075,390877.043,378693.64,378699.6000000015,378710.306,390893.709,,2
task  ,flow.Sequence,3_0_2_0_1,2023-01-08T10:17:17.461Z,,sdf,Gefährdung,kuhatarisha,,uchokozi,udhaifu,makorowezo,,12166.737000000023,s,completion,,,,390880.5,390877.043,378693.64,378699.5,378710.306,390893.709,,2
Deep Question,html.Page,3_0_2_0_2_0_0,2023-01-08T10:17:21.795Z,,,Respekt,heshima,,,,,,4320.7910000000265,d,form submission,,3,,395214.7000000011,395214.5,390877.043,390880.80000000075,390893.709,395227.527,,2
"""Richtig""-Screen",canvas.Screen,3_0_2_0_2_0_1,2023-01-08T10:17:21.798Z,,sdf,Respekt,heshima,,,,,,NaN,d,skipped,,,,395217.80000000075,395214.5,,395217.7000000011,,395227.527,,2
"""Falsch""-Screen",canvas.Screen,3_0_2_0_2_0_2,2023-01-08T10:17:26.792Z,,sdf,Respekt,heshima,0,,,,,4999.799999999988,d,timeout,,,,400211.80000000075,400210.661,395210.861,395218.30000000075,395227.527,400227.327,,2
deep,flow.Sequence,3_0_2_0_2_0,2023-01-08T10:17:26.792Z,,sdf,Respekt,heshima,,,,,,9316.952000000048,d,completion,,,,400212.30000000075,400210.661,390877.043,390880.80000000075,390893.709,400227.327,,2
shallow,flow.Sequence,3_0_2_0_2_1,2023-01-08T10:17:26.793Z,,sdf,Respekt,heshima,,,,,,NaN,d,skipped,,,,400212.6000000015,400210.661,,400212.4000000004,,400227.327,,2
task  ,flow.Sequence,3_0_2_0_2,2023-01-08T10:17:26.793Z,,sdf,Respekt,heshima,,,,,,9316.952000000048,d,completion,,,,400212.80000000075,400210.661,390877.043,390880.6000000015,390893.709,400227.327,,2
Deep Question,html.Page,3_0_2_0_3_0_0,2023-01-08T10:17:35.328Z,,,Orientierung,urekebisho,,,,,,8520.373000001127,d,form submission,,undabishwo,,408747.9000000004,408747.7000000011,400210.661,400212.9000000004,400227.327,408760.825,,2
"""Richtig""-Screen",canvas.Screen,3_0_2_0_3_0_1,2023-01-08T10:17:35.331Z,,sdf,Orientierung,urekebisho,,,,,,NaN,d,skipped,,,,408750.9000000004,408747.7000000011,,408750.80000000075,,408760.825,,2
"""Falsch""-Screen",canvas.Screen,3_0_2_0_3_0_2,2023-01-08T10:17:40.326Z,,sdf,Orientierung,urekebisho,0,,,,,4999.799999999988,d,timeout,,,,413746,413743.959,408744.159,408751.4000000004,408760.825,413760.625,,2
deep,flow.Sequence,3_0_2_0_3_0,2023-01-08T10:17:40.327Z,,sdf,Orientierung,urekebisho,,,,,,13516.631999999983,d,completion,,,,413746.6000000015,413743.959,400210.661,400212.9000000004,400227.327,413760.625,,2
shallow,flow.Sequence,3_0_2_0_3_1,2023-01-08T10:17:40.327Z,,sdf,Orientierung,urekebisho,,,,,,NaN,d,skipped,,,,413746.9000000004,413743.959,,413746.80000000075,,413760.625,,2
task  ,flow.Sequence,3_0_2_0_3,2023-01-08T10:17:40.327Z,,sdf,Orientierung,urekebisho,,,,,,13516.631999999983,d,completion,,,,413747.2000000011,413743.959,400210.661,400212.80000000075,400227.327,413760.625,,2
Deep Question,html.Page,3_0_2_0_4_0_0,2023-01-08T10:17:44.695Z,,,Können,unaweza,,,,,,4354.075000001118,d,form submission,,3,,418115,418114.7000000011,413743.959,413747.30000000075,413760.625,418127.798,,2
"""Richtig""-Screen",canvas.Screen,3_0_2_0_4_0_1,2023-01-08T10:17:44.698Z,,sdf,Können,unaweza,,,,,,NaN,d,skipped,,,,418118.2000000011,418114.7000000011,,418118.1000000015,,418127.798,,2
"""Falsch""-Screen",canvas.Screen,3_0_2_0_4_0_2,2023-01-08T10:17:49.692Z,,sdf,Können,unaweza,0,,,,,4999.799999999988,d,timeout,,,,423112.1000000015,423110.932,418111.132,418118.80000000075,418127.798,423127.598,,2
deep,flow.Sequence,3_0_2_0_4_0,2023-01-08T10:17:49.692Z,,sdf,Können,unaweza,,,,,,9350.306999999972,d,completion,,,,423112.5,423110.932,413743.959,413747.30000000075,413760.625,423127.598,,2
shallow,flow.Sequence,3_0_2_0_4_1,2023-01-08T10:17:49.693Z,,sdf,Können,unaweza,,,,,,NaN,d,skipped,,,,423112.80000000075,423110.932,,423112.7000000011,,423127.598,,2
task  ,flow.Sequence,3_0_2_0_4,2023-01-08T10:17:49.693Z,,sdf,Können,unaweza,,,,,,9350.306999999972,d,completion,,,,423112.9000000004,423110.932,413743.959,413747.30000000075,413760.625,423127.598,,2
deep,flow.Sequence,3_0_2_0_5_0,2023-01-08T10:17:49.693Z,,sdf,Stimmung,kinyongo,,kilekile,kisambo,madhehebu,,NaN,s,skipped,,,,423113.2000000011,423110.932,,423113.1000000015,,423127.598,,2
Shallow Question,html.Page,3_0_2_0_5_1_0,2023-01-08T10:17:55.929Z,,,Stimmung,kinyongo,,kilekile,kisambo,madhehebu,,6221.602000001119,s,form submission,,kinyongo,,429349.6000000015,429349.2000000011,423110.932,423113.4000000004,423127.598,429361.12,,2
"""Richtig""-Screen",canvas.Screen,3_0_2_0_5_1_1,2023-01-08T10:18:00.925Z,,sdf,Stimmung,kinyongo,1,kilekile,kisambo,madhehebu,,4999.799999999988,s,timeout,,,,434345.7000000011,434344.254,429344.454,429353.2000000011,429361.12,434360.92,,2
"""Falsch""-Screen",canvas.Screen,3_0_2_0_5_1_2,2023-01-08T10:18:00.930Z,,sdf,Stimmung,kinyongo,,kilekile,kisambo,madhehebu,,NaN,s,skipped,,,,434349.9000000004,434344.254,,434349.7000000011,,434360.92,,2
shallow,flow.Sequence,3_0_2_0_5_1,2023-01-08T10:18:00.930Z,,sdf,Stimmung,kinyongo,,kilekile,kisambo,madhehebu,,11216.656000000017,s,completion,,,,434349.9000000004,434344.254,423110.932,423113.30000000075,423127.598,434360.92,,2
task  ,flow.Sequence,3_0_2_0_5,2023-01-08T10:18:00.930Z,,sdf,Stimmung,kinyongo,,kilekile,kisambo,madhehebu,,11216.656000000017,s,completion,,,,434350.1000000015,434344.254,423110.932,423113.1000000015,423127.598,434360.92,,2
deep,flow.Sequence,3_0_2_0_6_0,2023-01-08T10:18:00.930Z,,sdf,Kontrolle,kudhibiti,,mbinguni,kufunga,utegemezi,,NaN,s,skipped,,,,434350.2000000011,434344.254,,434350.1000000015,,434360.92,,2
Shallow Question,html.Page,3_0_2_0_6_1_0,2023-01-08T10:18:12.897Z,,,Kontrolle,kudhibiti,,mbinguni,kufunga,utegemezi,,11955.880000000761,s,form submission,,kudhibiti,,446317.30000000075,446316.80000000075,434344.254,434350.30000000075,434360.92,446328.324,,2
"""Richtig""-Screen",canvas.Screen,3_0_2_0_6_1_1,2023-01-08T10:18:17.893Z,,sdf,Kontrolle,kudhibiti,1,mbinguni,kufunga,utegemezi,,4999.799999999988,s,timeout,,,,451313.30000000075,451311.458,446311.658,446319.80000000075,446328.324,451328.124,,2
"""Falsch""-Screen",canvas.Screen,3_0_2_0_6_1_2,2023-01-08T10:18:17.896Z,,sdf,Kontrolle,kudhibiti,,mbinguni,kufunga,utegemezi,,NaN,s,skipped,,,,451316.80000000075,451311.458,,451316.80000000075,,451328.124,,2
shallow,flow.Sequence,3_0_2_0_6_1,2023-01-08T10:18:17.896Z,,sdf,Kontrolle,kudhibiti,,mbinguni,kufunga,utegemezi,,16950.538,s,completion,,,,451317,451311.458,434344.254,434350.30000000075,434360.92,451328.124,,2
task  ,flow.Sequence,3_0_2_0_6,2023-01-08T10:18:17.897Z,,sdf,Kontrolle,kudhibiti,,mbinguni,kufunga,utegemezi,,16950.538,s,completion,,,,451317.1000000015,451311.458,434344.254,434350.1000000015,434360.92,451328.124,,2
Deep Question,html.Page,3_0_2_0_7_0_0,2023-01-08T10:18:21.278Z,,,Kreativität,ubunifu,,,,,,3369.776000000362,d,form submission,,2,,454698.1000000015,454697.9000000004,451311.458,451317.2000000011,451328.124,454711.322,,2
"""Richtig""-Screen",canvas.Screen,3_0_2_0_7_0_1,2023-01-08T10:18:21.280Z,,sdf,Kreativität,ubunifu,,,,,,NaN,d,skipped,,,,454700.80000000075,454697.9000000004,,454700.80000000075,,454711.322,,2
"""Falsch""-Screen",canvas.Screen,3_0_2_0_7_0_2,2023-01-08T10:18:26.276Z,,sdf,Kreativität,ubunifu,0,,,,,4999.799999999988,d,timeout,,,,459697,459694.456,454694.656,454701.5,454711.322,459711.122,,2
deep,flow.Sequence,3_0_2_0_7_0,2023-01-08T10:18:26.277Z,,sdf,Kreativität,ubunifu,,,,,,8366.331999999995,d,completion,,,,459697.5,459694.456,451311.458,451317.2000000011,451328.124,459711.122,,2
shallow,flow.Sequence,3_0_2_0_7_1,2023-01-08T10:18:26.277Z,,sdf,Kreativität,ubunifu,,,,,,NaN,d,skipped,,,,459697.80000000075,459694.456,,459697.7000000011,,459711.122,,2
task  ,flow.Sequence,3_0_2_0_7,2023-01-08T10:18:26.277Z,,sdf,Kreativität,ubunifu,,,,,,8366.331999999995,d,completion,,,,459698,459694.456,451311.458,451317.2000000011,451328.124,459711.122,,2
block,flow.Loop,3_0_2_0,2023-01-08T10:18:26.278Z,,sdf,,,,,,,,90867.08799999999,,completion,,,,459698.30000000075,459694.456,368794.036,368826.80000000075,368827.368,459711.122,,2
weiter,canvas.Screen,3_0_2_1,2023-01-08T10:18:27.785Z,,sdf,,,,,,,,1492.0780000011437,,response,sdf,,keypress(Space),461206,461203.2000000011,459694.456,459698.4000000004,459711.122,461228.46,,2
check continue,flow.Sequence,3_0_2,2023-01-08T10:18:27.786Z,,sdf,,,,,,,,92375.8320000011,,completion,,,,461206.4000000004,461203.2000000011,368794.036,368826.80000000075,368827.368,461228.46,,2
deep,flow.Sequence,3_0_3_0_0_0,2023-01-08T10:18:27.811Z,,qt,Stimmung,kinyongo,,kilekile,kisambo,madhehebu,,NaN,s,skipped,,,,461232.1000000015,461203.2000000011,,461232,,461228.46,,3
Shallow Question,html.Page,3_0_3_0_0_1_0,2023-01-08T10:18:31.162Z,,,Stimmung,kinyongo,,kilekile,kisambo,madhehebu,,3353.840000000724,s,form submission,,kinyongo,,464582.80000000075,464582.30000000075,461195.128,461232.2000000011,461228.46,464594.992,,3
"""Richtig""-Screen",canvas.Screen,3_0_3_0_0_1_1,2023-01-08T10:18:36.160Z,,qt,Stimmung,kinyongo,1,kilekile,kisambo,madhehebu,,4999.799999999988,s,timeout,,,,469580.80000000075,469578.126,464578.326,464585.80000000075,464594.992,469594.792,,3
"""Falsch""-Screen",canvas.Screen,3_0_3_0_0_1_2,2023-01-08T10:18:36.165Z,,qt,Stimmung,kinyongo,,kilekile,kisambo,madhehebu,,NaN,s,skipped,,,,469586.1000000015,469578.126,,469586,,469594.792,,3
shallow,flow.Sequence,3_0_3_0_0_1,2023-01-08T10:18:36.165Z,,qt,Stimmung,kinyongo,,kilekile,kisambo,madhehebu,,8349.665999999968,s,completion,,,,469586.2000000011,469578.126,461195.128,461232.2000000011,461228.46,469594.792,,3
task  ,flow.Sequence,3_0_3_0_0,2023-01-08T10:18:36.166Z,,qt,Stimmung,kinyongo,,kilekile,kisambo,madhehebu,,8349.665999999968,s,completion,,,,469586.30000000075,469578.126,461195.128,461232,461228.46,469594.792,,3
deep,flow.Sequence,3_0_3_0_1_0,2023-01-08T10:18:36.166Z,,qt,Gefährdung,kuhatarisha,,uchokozi,udhaifu,makorowezo,,NaN,s,skipped,,,,469586.5,469578.126,,469586.4000000004,,469594.792,,3
Shallow Question,html.Page,3_0_3_0_1_1_0,2023-01-08T10:18:46.895Z,,,Gefährdung,kuhatarisha,,uchokozi,udhaifu,makorowezo,,10721.00800000073,s,form submission,,kuhatarisha,,480316.4000000004,480315.80000000075,469578.126,469586.6000000015,469594.792,480328.287,,3
"""Richtig""-Screen",canvas.Screen,3_0_3_0_1_1_1,2023-01-08T10:18:51.893Z,,qt,Gefährdung,kuhatarisha,1,uchokozi,udhaifu,makorowezo,,4999.799999999988,s,timeout,,,,485313.7000000011,485311.421,480311.621,480319.30000000075,480328.287,485328.087,,3
